,Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,강우감지,일사량,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
7819,1552,farm12,20191231,31주차,484.2545833,92.2533333,16.17375,1.0,55,0.0345833,30.414950352866246,5,2.61,5.7,90
7820,1552,farm12,20200101,31주차,537.9583333,88.49625,15.3258333,1.0,54,1.8654167,30.414950352866246,4,2.53,5.53,90
7821,1552,farm12,20200102,31주차,552.4708333,84.57375,16.3704167,0.0,947,0.7075,30.414950352866246,6,2.93,5.08,85
7822,1552,farm12,20200103,31주차,507.1954167,81.4179167,17.0279167,1.0,1052,0.2608333,30.414950352866246,8,2.69,5.65,98
7823,1552,farm12,20200104,31주차,488.50375,89.45375,16.5716667,0.0,1012,0.6970833,30.414950352866246,12,2.94,5.68,78
7824,1553,farm12,20191229,31주차,544.6708333,81.8516667,16.6370833,0.0,988,0.02,30.414950352866246,7,2.7,5.67,98
7825,1553,farm12,20191230,31주차,556.0416667,88.9208333,15.9429167,1.0,99,0.0104167,30.414950352866246,4,2.6,5.55,79
7826,1553,farm12,20191231,31주차,484.2545833,92.2533333,16.17375,1.0,55,0.0345833,30.414950352866246,5,2.61,5.7,90
7827,1553,farm12,20200101,31주차,537.9583333,88.49625,15.3258333,1.0,54,1.8654167,30.414950352866246,4,2.53,5.53,90
7828,1553,farm12,20200102,31주차,552.4708333,84.57375,16.3704167,0.0,947,0.7075,30.414950352866246,6,2.93,5.08,85
7829,1553,farm12,20200103,31주차,507.1954167,81.4179167,17.0279167,1.0,1052,0.2608333,30.414950352866246,8,2.69,5.65,98
7830,1553,farm12,20200104,31주차,488.50375,89.45375,16.5716667,0.0,1012,0.6970833,30.414950352866246,12,2.94,5.68,78
7831,1554,farm12,20191229,31주차,544.6708333,81.8516667,16.6370833,0.0,988,0.02,30.414950352866246,7,2.7,5.67,98
7832,1554,farm12,20191230,31주차,556.0416667,88.9208333,15.9429167,1.0,99,0.0104167,30.414950352866246,4,2.6,5.55,79
7833,1554,farm12,20191231,31주차,484.2545833,92.2533333,16.17375,1.0,55,0.0345833,30.414950352866246,5,2.61,5.7,90
7834,1554,farm12,20200101,31주차,537.9583333,88.49625,15.3258333,1.0,54,1.8654167,30.414950352866246,4,2.53,5.53,90
7835,1554,farm12,20200102,31주차,552.4708333,84.57375,16.3704167,0.0,947,0.7075,30.414950352866246,6,2.93,5.08,85
7836,1554,farm12,20200103,31주차,507.1954167,81.4179167,17.0279167,1.0,1052,0.2608333,30.414950352866246,8,2.69,5.65,98
7837,1554,farm12,20200104,31주차,488.50375,89.45375,16.5716667,0.0,1012,0.6970833,30.414950352866246,12,2.94,5.68,78
7838,1555,farm12,20200113,33주차,497.6729167,83.13,15.8620833,1.0,611,2.0966667,30.414950352866246,5,2.59,5.49,92
7839,1555,farm12,20200114,33주차,472.7404167,78.3775,17.5204167,0.0,1221,1.4695833,30.414950352866246,9,2.65,5.56,84
7840,1555,farm12,20200115,33주차,570.3645833,87.0470833,15.9125,1.0,163,0.6675,30.414950352866246,5,2.55,5.48,92
7841,1555,farm12,20200116,33주차,467.4195833,86.985,16.3745833,1.0,520,1.2829167,30.414950352866246,5,2.61,5.54,91
7842,1555,farm12,20200117,33주차,460.3975,81.8454167,17.5704167,1.0,1120,1.4825,30.414950352866246,7,2.67,5.54,83
7843,1555,farm12,20200118,33주차,487.8329167,86.27625,16.065,0.0,560,0.52,30.414950352866246,4,2.52,5.75,90
7844,1555,farm12,20200119,33주차,495.0966667,85.6079167,16.1566667,0.0,805,1.1254167,30.414950352866246,6,2.7,5.82,85
7845,1556,farm12,20200113,33주차,497.6729167,83.13,15.8620833,1.0,611,2.0966667,30.414950352866246,5,2.59,5.49,92
7846,1556,farm12,20200114,33주차,472.7404167,78.3775,17.5204167,0.0,1221,1.4695833,30.414950352866246,9,2.65,5.56,84
7847,1556,farm12,20200115,33주차,570.3645833,87.0470833,15.9125,1.0,163,0.6675,30.414950352866246,5,2.55,5.48,92
7848,1556,farm12,20200116,33주차,467.4195833,86.985,16.3745833,1.0,520,1.2829167,30.414950352866246,5,2.61,5.54,91
7849,1556,farm12,20200117,33주차,460.3975,81.8454167,17.5704167,1.0,1120,1.4825,30.414950352866246,7,2.67,5.54,83
7850,1556,farm12,20200118,33주차,487.8329167,86.27625,16.065,0.0,560,0.52,30.414950352866246,4,2.52,5.75,90
7851,1556,farm12,20200119,33주차,495.0966667,85.6079167,16.1566667,0.0,805,1.1254167,30.414950352866246,6,2.7,5.82,85
7852,1557,farm12,20200113,33주차,497.6729167,83.13,15.8620833,1.0,611,2.0966667,30.414950352866246,5,2.59,5.49,92
7853,1557,farm12,20200114,33주차,472.7404167,78.3775,17.5204167,0.0,1221,1.4695833,30.414950352866246,9,2.65,5.56,84
7854,1557,farm12,20200115,33주차,570.3645833,87.0470833,15.9125,1.0,163,0.6675,30.414950352866246,5,2.55,5.48,92
7855,1557,farm12,20200116,33주차,467.4195833,86.985,16.3745833,1.0,520,1.2829167,30.414950352866246,5,2.61,5.54,91
7856,1557,farm12,20200117,33주차,460.3975,81.8454167,17.5704167,1.0,1120,1.4825,30.414950352866246,7,2.67,5.54,83
7857,1557,farm12,20200118,33주차,487.8329167,86.27625,16.065,0.0,560,0.52,30.414950352866246,4,2.52,5.75,90
7858,1557,farm12,20200119,33주차,495.0966667,85.6079167,16.1566667,0.0,805,1.1254167,30.414950352866246,6,2.7,5.82,85
7859,1560,farm12,20200119,34주차,495.0966667,85.6079167,16.1566667,0.0,805,1.1254167,30.414950352866246,6,2.7,5.82,85
7860,1560,farm12,20200120,34주차,509.3933333,89.5841667,15.7804167,1.0,138,2.4858333,30.414950352866246,5,2.6,5.6,79
7861,1560,farm12,20200121,34주차,512.9204167,87.5279167,16.28125,1.0,514,0.9633333,30.414950352866246,5,2.59,5.69,80
7862,1560,farm12,20200122,34주차,538.1204167,88.0679167,15.8545833,1.0,307,0.695,30.414950352866246,5,2.63,5.55,90
7863,1560,farm12,20200123,34주차,594.9341667,86.3775,16.1283333,1.0,686,0.87,30.414950352866246,5,2.6,5.48,98
7864,1560,farm12,20200124,34주차,587.2495833,85.99,15.4895833,0.0,655,0.7183333,30.414950352866246,5,2.59,5.49,99
7865,1560,farm12,20200125,34주차,565.4379167,86.7395833,14.2566667,0.0,555,0.7995833,30.414950352866246,4,2.55,5.48,98
7866,1563,farm12,20200126,35주차,511.69,81.7541667,17.41,0.0,1206,0.61,30.414950352866246,7,2.65,5.69,99
7867,1563,farm12,20200127,35주차,492.9879167,80.6795833,17.65125,1.0,1280,1.44875,30.414950352866246,8,2.68,5.6,97
7868,1563,farm12,20200128,35주차,476.8779167,77.3429167,17.7,1.0,1380,0.9166667,30.414950352866246,9,2.79,4.97,137
7869,1563,farm12,20200129,35주차,483.9283333,78.8325,17.6708333,1.0,1420,2.3566667,30.414950352866246,9,2.66,5.57,88
7870,1563,farm12,20200130,35주차,474.9508333,78.5454167,16.9391667,0.0,1243,0.88125,30.414950352866246,9,2.65,5.52,90
7871,1563,farm12,20200131,35주차,483.1104167,79.8791667,17.66,0.0,1209,0.8225,30.414950352866246,7,2.65,5.69,80
7872,1563,farm12,20200201,35주차,482.5145833,82.0391667,17.4641667,0.0,1155,2.2891667,30.414950352866246,7,2.66,5.7,79
7873,1564,farm12,20200126,35주차,511.69,81.7541667,17.41,0.0,1206,0.61,30.414950352866246,7,2.65,5.69,99
7874,1564,farm12,20200127,35주차,492.9879167,80.6795833,17.65125,1.0,1280,1.44875,30.414950352866246,8,2.68,5.6,97
7875,1564,farm12,20200128,35주차,476.8779167,77.3429167,17.7,1.0,1380,0.9166667,30.414950352866246,9,2.79,4.97,137
7876,1564,farm12,20200129,35주차,483.9283333,78.8325,17.6708333,1.0,1420,2.3566667,30.414950352866246,9,2.66,5.57,88
7877,1564,farm12,20200130,35주차,474.9508333,78.5454167,16.9391667,0.0,1243,0.88125,30.414950352866246,9,2.65,5.52,90
7878,1564,farm12,20200131,35주차,483.1104167,79.8791667,17.66,0.0,1209,0.8225,30.414950352866246,7,2.65,5.69,80
7879,1564,farm12,20200201,35주차,482.5145833,82.0391667,17.4641667,0.0,1155,2.2891667,30.414950352866246,7,2.66,5.7,79
7880,1566,farm12,20200126,35주차,511.69,81.7541667,17.41,0.0,1206,0.61,30.414950352866246,7,2.65,5.69,99
7881,1566,farm12,20200127,35주차,492.9879167,80.6795833,17.65125,1.0,1280,1.44875,30.414950352866246,8,2.68,5.6,97
7882,1566,farm12,20200128,35주차,476.8779167,77.3429167,17.7,1.0,1380,0.9166667,30.414950352866246,9,2.79,4.97,137
7883,1566,farm12,20200129,35주차,483.9283333,78.8325,17.6708333,1.0,1420,2.3566667,30.414950352866246,9,2.66,5.57,88
7884,1566,farm12,20200130,35주차,474.9508333,78.5454167,16.9391667,0.0,1243,0.88125,30.414950352866246,9,2.65,5.52,90
7885,1566,farm12,20200131,35주차,483.1104167,79.8791667,17.66,0.0,1209,0.8225,30.414950352866246,7,2.65,5.69,80
7886,1566,farm12,20200201,35주차,482.5145833,82.0391667,17.4641667,0.0,1155,2.2891667,30.414950352866246,7,2.66,5.7,79
7887,1567,farm12,20200202,36주차,490.2020833,77.5579167,17.8720833,0.0,1459,0.8304167,30.414950352866246,7,2.77,4.77,127
7888,1567,farm12,20200203,36주차,472.5308333,81.6591667,18.2266667,0.0,1337,1.59625,30.414950352866246,7,2.71,5.72,89
7889,1567,farm12,20200205,36주차,563.6116667,92.53,16.40875,1.0,134,1.5458333,30.414950352866246,5,2.55,5.62,87
7890,1567,farm12,20200206,36주차,474.6120833,85.8295833,17.9341667,1.0,1073,0.645,30.414950352866246,14,2.97,5.68,76
7891,1567,farm12,20200207,36주차,438.9066667,82.4091667,18.8391667,0.0,1429,1.25625,30.414950352866246,9,2.8,4.78,87
7892,1567,farm12,20200208,36주차,460.87625,85.2558333,17.5808333,1.0,850,1.2325,30.414950352866246,5,2.6,5.71,80
7893,1568,farm12,20200202,36주차,490.2020833,77.5579167,17.8720833,0.0,1459,0.8304167,30.414950352866246,7,2.77,4.77,127
7894,1568,farm12,20200203,36주차,472.5308333,81.6591667,18.2266667,0.0,1337,1.59625,30.414950352866246,7,2.71,5.72,89
7895,1568,farm12,20200205,36주차,563.6116667,92.53,16.40875,1.0,134,1.5458333,30.414950352866246,5,2.55,5.62,87
7896,1568,farm12,20200206,36주차,474.6120833,85.8295833,17.9341667,1.0,1073,0.645,30.414950352866246,14,2.97,5.68,76
7897,1568,farm12,20200207,36주차,438.9066667,82.4091667,18.8391667,0.0,1429,1.25625,30.414950352866246,9,2.8,4.78,87
7898,1568,farm12,20200208,36주차,460.87625,85.2558333,17.5808333,1.0,850,1.2325,30.414950352866246,5,2.6,5.71,80
7899,1570,farm12,20200202,36주차,490.2020833,77.5579167,17.8720833,0.0,1459,0.8304167,30.414950352866246,7,2.77,4.77,127
7900,1570,farm12,20200203,36주차,472.5308333,81.6591667,18.2266667,0.0,1337,1.59625,30.414950352866246,7,2.71,5.72,89
7901,1570,farm12,20200205,36주차,563.6116667,92.53,16.40875,1.0,134,1.5458333,30.414950352866246,5,2.55,5.62,87
7902,1570,farm12,20200206,36주차,474.6120833,85.8295833,17.9341667,1.0,1073,0.645,30.414950352866246,14,2.97,5.68,76
7903,1570,farm12,20200207,36주차,438.9066667,82.4091667,18.8391667,0.0,1429,1.25625,30.414950352866246,9,2.8,4.78,87
7904,1570,farm12,20200208,36주차,460.87625,85.2558333,17.5808333,1.0,850,1.2325,30.414950352866246,5,2.6,5.71,80
7905,1571,farm12,20200209,37주차,506.0654167,86.5729167,15.7866667,1.0,376,2.5654167,30.414950352866246,5,2.55,5.72,91
7906,1571,farm12,20200210,37주차,535.8879167,84.4208333,15.3291667,1.0,800,2.9591667,30.414950352866246,7,2.94,5.52,69
7907,1571,farm12,20200211,37주차,455.0595833,78.9895833,18.0720833,0.0,1654,2.2279167,30.414950352866246,7,2.71,5.73,79
7908,1571,farm12,20200212,37주차,464.1195833,79.1841667,18.4929167,0.0,1568,0.4875,30.414950352866246,9,2.68,5.57,88
7909,1571,farm12,20200213,37주차,479.00125,81.9804167,18.5529167,0.0,1547,0.805,30.414950352866246,8,2.67,5.7,89
7910,1571,farm12,20200214,37주차,469.67375,83.1158333,18.6845833,1.0,1464,1.2558333,30.414950352866246,9,2.86,4.86,85
7911,1571,farm12,20200215,37주차,469.47375,83.3491667,18.7004167,1.0,1651,2.3304167,30.414950352866246,9,2.97,5.06,89
7912,1573,farm12,20200209,37주차,506.0654167,86.5729167,15.7866667,1.0,376,2.5654167,30.414950352866246,5,2.55,5.72,91
7913,1573,farm12,20200210,37주차,535.8879167,84.4208333,15.3291667,1.0,800,2.9591667,30.414950352866246,7,2.94,5.52,69
7914,1573,farm12,20200211,37주차,455.0595833,78.9895833,18.0720833,0.0,1654,2.2279167,30.414950352866246,7,2.71,5.73,79
7915,1573,farm12,20200212,37주차,464.1195833,79.1841667,18.4929167,0.0,1568,0.4875,30.414950352866246,9,2.68,5.57,88
7916,1573,farm12,20200213,37주차,479.00125,81.9804167,18.5529167,0.0,1547,0.805,30.414950352866246,8,2.67,5.7,89
7917,1573,farm12,20200214,37주차,469.67375,83.1158333,18.6845833,1.0,1464,1.2558333,30.414950352866246,9,2.86,4.86,85
7918,1573,farm12,20200215,37주차,469.47375,83.3491667,18.7004167,1.0,1651,2.3304167,30.414950352866246,9,2.97,5.06,89
7919,1574,farm12,20200209,37주차,506.0654167,86.5729167,15.7866667,1.0,376,2.5654167,30.414950352866246,5,2.55,5.72,91
7920,1574,farm12,20200210,37주차,535.8879167,84.4208333,15.3291667,1.0,800,2.9591667,30.414950352866246,7,2.94,5.52,69
7921,1574,farm12,20200211,37주차,455.0595833,78.9895833,18.0720833,0.0,1654,2.2279167,30.414950352866246,7,2.71,5.73,79
7922,1574,farm12,20200212,37주차,464.1195833,79.1841667,18.4929167,0.0,1568,0.4875,30.414950352866246,9,2.68,5.57,88
7923,1574,farm12,20200213,37주차,479.00125,81.9804167,18.5529167,0.0,1547,0.805,30.414950352866246,8,2.67,5.7,89
7924,1574,farm12,20200214,37주차,469.67375,83.1158333,18.6845833,1.0,1464,1.2558333,30.414950352866246,9,2.86,4.86,85
7925,1574,farm12,20200215,37주차,469.47375,83.3491667,18.7004167,1.0,1651,2.3304167,30.414950352866246,9,2.97,5.06,89
7926,1575,farm12,20200216,38주차,482.9475,80.215,18.8158333,0.0,1718,1.4541667,30.414950352866246,7,2.68,5.61,85
7927,1575,farm12,20200217,38주차,463.1641667,80.9504167,18.7641667,1.0,1596,1.2841667,30.414950352866246,9,2.68,5.55,83
7928,1575,farm12,20200218,38주차,571.1029167,93.18125,16.60625,1.0,68,1.21125,30.414950352866246,5,2.56,5.64,81
7929,1575,farm12,20200219,38주차,445.6591667,86.515,17.7054167,0.0,1082,0.8658333,30.414950352866246,14,2.93,5.56,75
7930,1575,farm12,20200220,38주차,494.3079167,85.7483333,17.4283333,0.0,1024,1.01,30.414950352866246,12,2.83,5.56,76
7931,1575,farm12,20200221,38주차,510.17,89.0729167,16.0704167,1.0,300,1.1008333,30.414950352866246,5,2.54,5.66,79
7932,1575,farm12,20200222,38주차,444.9333333,85.1758333,17.38,1.0,1069,0.95875,30.414950352866246,10,2.88,5.65,69
7933,1577,farm12,20200216,38주차,482.9475,80.215,18.8158333,0.0,1718,1.4541667,30.414950352866246,7,2.68,5.61,85
7934,1577,farm12,20200217,38주차,463.1641667,80.9504167,18.7641667,1.0,1596,1.2841667,30.414950352866246,9,2.68,5.55,83
7935,1577,farm12,20200218,38주차,571.1029167,93.18125,16.60625,1.0,68,1.21125,30.414950352866246,5,2.56,5.64,81
7936,1577,farm12,20200219,38주차,445.6591667,86.515,17.7054167,0.0,1082,0.8658333,30.414950352866246,14,2.93,5.56,75
7937,1577,farm12,20200220,38주차,494.3079167,85.7483333,17.4283333,0.0,1024,1.01,30.414950352866246,12,2.83,5.56,76
7938,1577,farm12,20200221,38주차,510.17,89.0729167,16.0704167,1.0,300,1.1008333,30.414950352866246,5,2.54,5.66,79
7939,1577,farm12,20200222,38주차,444.9333333,85.1758333,17.38,1.0,1069,0.95875,30.414950352866246,10,2.88,5.65,69
7940,1578,farm12,20200216,38주차,482.9475,80.215,18.8158333,0.0,1718,1.4541667,30.414950352866246,7,2.68,5.61,85
7941,1578,farm12,20200217,38주차,463.1641667,80.9504167,18.7641667,1.0,1596,1.2841667,30.414950352866246,9,2.68,5.55,83
7942,1578,farm12,20200218,38주차,571.1029167,93.18125,16.60625,1.0,68,1.21125,30.414950352866246,5,2.56,5.64,81
7943,1578,farm12,20200219,38주차,445.6591667,86.515,17.7054167,0.0,1082,0.8658333,30.414950352866246,14,2.93,5.56,75
7944,1578,farm12,20200220,38주차,494.3079167,85.7483333,17.4283333,0.0,1024,1.01,30.414950352866246,12,2.83,5.56,76
7945,1578,farm12,20200221,38주차,510.17,89.0729167,16.0704167,1.0,300,1.1008333,30.414950352866246,5,2.54,5.66,79
7946,1578,farm12,20200222,38주차,444.9333333,85.1758333,17.38,1.0,1069,0.95875,30.414950352866246,10,2.88,5.65,69
7947,1580,farm12,20200223,39주차,452.8158333,85.2879167,18.20125,1.0,1265,1.2345833,30.414950352866246,11,2.75,5.73,98
7948,1580,farm12,20200224,39주차,439.9433333,80.6704167,19.0245833,0.0,1828,2.2195833,30.414950352866246,13,2.67,4.93,96
7949,1580,farm12,20200225,39주차,474.1041667,82.8083333,18.1825,0.0,1364,0.8145833,30.414950352866246,14,2.79,5.75,100
7950,1580,farm12,20200226,39주차,483.8608333,82.8341667,18.4004167,1.0,1581,2.50125,30.414950352866246,14,2.72,5.62,90
7951,1580,farm12,20200227,39주차,455.8058333,79.8745833,18.6529167,0.0,1860,1.1270833,30.414950352866246,14,2.66,5.15,89
7952,1580,farm12,20200228,39주차,471.8504167,78.4820833,18.945,0.0,1934,0.7025,30.414950352866246,13,2.66,4.64,97
7953,1580,farm12,20200229,39주차,544.07625,90.36375,16.6491667,1.0,402,0.41625,30.414950352866246,10,2.65,5.66,90
7954,1581,farm12,20200223,39주차,452.8158333,85.2879167,18.20125,1.0,1265,1.2345833,30.414950352866246,11,2.75,5.73,98
7955,1581,farm12,20200224,39주차,439.9433333,80.6704167,19.0245833,0.0,1828,2.2195833,30.414950352866246,13,2.67,4.93,96
7956,1581,farm12,20200225,39주차,474.1041667,82.8083333,18.1825,0.0,1364,0.8145833,30.414950352866246,14,2.79,5.75,100
7957,1581,farm12,20200226,39주차,483.8608333,82.8341667,18.4004167,1.0,1581,2.50125,30.414950352866246,14,2.72,5.62,90
7958,1581,farm12,20200227,39주차,455.8058333,79.8745833,18.6529167,0.0,1860,1.1270833,30.414950352866246,14,2.66,5.15,89
7959,1581,farm12,20200228,39주차,471.8504167,78.4820833,18.945,0.0,1934,0.7025,30.414950352866246,13,2.66,4.64,97
7960,1581,farm12,20200229,39주차,544.07625,90.36375,16.6491667,1.0,402,0.41625,30.414950352866246,10,2.65,5.66,90
7961,1582,farm12,20200223,39주차,452.8158333,85.2879167,18.20125,1.0,1265,1.2345833,30.414950352866246,11,2.75,5.73,98
7962,1582,farm12,20200224,39주차,439.9433333,80.6704167,19.0245833,0.0,1828,2.2195833,30.414950352866246,13,2.67,4.93,96
7963,1582,farm12,20200225,39주차,474.1041667,82.8083333,18.1825,0.0,1364,0.8145833,30.414950352866246,14,2.79,5.75,100
7964,1582,farm12,20200226,39주차,483.8608333,82.8341667,18.4004167,1.0,1581,2.50125,30.414950352866246,14,2.72,5.62,90
7965,1582,farm12,20200227,39주차,455.8058333,79.8745833,18.6529167,0.0,1860,1.1270833,30.414950352866246,14,2.66,5.15,89
7966,1582,farm12,20200228,39주차,471.8504167,78.4820833,18.945,0.0,1934,0.7025,30.414950352866246,13,2.66,4.64,97
7967,1582,farm12,20200229,39주차,544.07625,90.36375,16.6491667,1.0,402,0.41625,30.414950352866246,10,2.65,5.66,90
7968,1583,farm12,20200301,40주차,422.4491667,82.48375,19.5879167,1.0,1852,1.18,30.414950352866246,14,2.65,4.95,91
7969,1583,farm12,20200302,40주차,498.6845833,86.6125,17.67625,1.0,909,0.7266667,30.414950352866246,9,2.7,5.6,95
7970,1583,farm12,20200303,40주차,488.495,90.6116667,16.6133333,1.0,237,1.9245833,30.414950352866246,8,2.68,5.61,93
7971,1583,farm12,20200304,40주차,458.0104167,80.8095833,18.8920833,0.0,2001,2.3025,30.414950352866246,14,2.64,4.71,99
7972,1583,farm12,20200305,40주차,451.7458333,78.5941667,19.3316667,0.0,1999,0.7120833,30.414950352866246,15,2.71,4.26,101
7973,1583,farm12,20200306,40주차,459.2908333,83.1829167,18.4558333,0.0,1393,0.9925,30.414950352866246,13,2.83,5.75,95
7974,1583,farm12,20200307,40주차,460.0541667,79.6641667,19.2275,0.0,2064,2.1441667,30.414950352866246,13,2.68,5.03,89
7975,1584,farm12,20200301,40주차,422.4491667,82.48375,19.5879167,1.0,1852,1.18,30.414950352866246,14,2.65,4.95,91
7976,1584,farm12,20200302,40주차,498.6845833,86.6125,17.67625,1.0,909,0.7266667,30.414950352866246,9,2.7,5.6,95
7977,1584,farm12,20200303,40주차,488.495,90.6116667,16.6133333,1.0,237,1.9245833,30.414950352866246,8,2.68,5.61,93
7978,1584,farm12,20200304,40주차,458.0104167,80.8095833,18.8920833,0.0,2001,2.3025,30.414950352866246,14,2.64,4.71,99
7979,1584,farm12,20200305,40주차,451.7458333,78.5941667,19.3316667,0.0,1999,0.7120833,30.414950352866246,15,2.71,4.26,101
7980,1584,farm12,20200306,40주차,459.2908333,83.1829167,18.4558333,0.0,1393,0.9925,30.414950352866246,13,2.83,5.75,95
7981,1584,farm12,20200307,40주차,460.0541667,79.6641667,19.2275,0.0,2064,2.1441667,30.414950352866246,13,2.68,5.03,89
7982,1585,farm12,20200301,40주차,422.4491667,82.48375,19.5879167,1.0,1852,1.18,30.414950352866246,14,2.65,4.95,91
7983,1585,farm12,20200302,40주차,498.6845833,86.6125,17.67625,1.0,909,0.7266667,30.414950352866246,9,2.7,5.6,95
7984,1585,farm12,20200303,40주차,488.495,90.6116667,16.6133333,1.0,237,1.9245833,30.414950352866246,8,2.68,5.61,93
7985,1585,farm12,20200304,40주차,458.0104167,80.8095833,18.8920833,0.0,2001,2.3025,30.414950352866246,14,2.64,4.71,99
7986,1585,farm12,20200305,40주차,451.7458333,78.5941667,19.3316667,0.0,1999,0.7120833,30.414950352866246,15,2.71,4.26,101
7987,1585,farm12,20200306,40주차,459.2908333,83.1829167,18.4558333,0.0,1393,0.9925,30.414950352866246,13,2.83,5.75,95
7988,1585,farm12,20200307,40주차,460.0541667,79.6641667,19.2275,0.0,2064,2.1441667,30.414950352866246,13,2.68,5.03,89
7989,1586,farm12,20200301,40주차,422.4491667,82.48375,19.5879167,1.0,1852,1.18,30.414950352866246,14,2.65,4.95,91
7990,1586,farm12,20200302,40주차,498.6845833,86.6125,17.67625,1.0,909,0.7266667,30.414950352866246,9,2.7,5.6,95
7991,1586,farm12,20200303,40주차,488.495,90.6116667,16.6133333,1.0,237,1.9245833,30.414950352866246,8,2.68,5.61,93
7992,1586,farm12,20200304,40주차,458.0104167,80.8095833,18.8920833,0.0,2001,2.3025,30.414950352866246,14,2.64,4.71,99
7993,1586,farm12,20200305,40주차,451.7458333,78.5941667,19.3316667,0.0,1999,0.7120833,30.414950352866246,15,2.71,4.26,101
7994,1586,farm12,20200306,40주차,459.2908333,83.1829167,18.4558333,0.0,1393,0.9925,30.414950352866246,13,2.83,5.75,95
7995,1586,farm12,20200307,40주차,460.0541667,79.6641667,19.2275,0.0,2064,2.1441667,30.414950352866246,13,2.68,5.03,89
7996,1587,farm12,20200309,41주차,458.3254167,78.47625,19.4366667,0.0,2091,1.39625,30.414950352866246,13,2.68,4.32,92
7997,1587,farm12,20200310,41주차,460.49,81.1695833,18.7529167,0.0,1578,1.7675,30.414950352866246,14,2.75,5.68,90
7998,1587,farm12,20200311,41주차,454.3541667,78.665,19.66625,0.0,2121,0.77,30.414950352866246,14,2.67,4.74,96
7999,1587,farm12,20200312,41주차,438.26,84.0970833,18.1108333,0.0,1271,2.5791667,30.414950352866246,11,2.74,5.74,92
8000,1587,farm12,20200313,41주차,434.38375,78.9066667,19.4720833,0.0,2119,2.0329167,30.414950352866246,13,2.65,4.61,94
8001,1587,farm12,20200314,41주차,397.13125,80.31875,19.6979167,0.0,1911,1.8420833,30.414950352866246,14,2.68,4.13,92
8002,1587,farm12,20200315,41주차,410.2308333,79.5641667,20.0391667,0.0,2111,2.09125,30.414950352866246,14,2.64,5.05,97
8003,1588,farm12,20200309,41주차,458.3254167,78.47625,19.4366667,0.0,2091,1.39625,30.414950352866246,13,2.68,4.32,92
8004,1588,farm12,20200310,41주차,460.49,81.1695833,18.7529167,0.0,1578,1.7675,30.414950352866246,14,2.75,5.68,90
8005,1588,farm12,20200311,41주차,454.3541667,78.665,19.66625,0.0,2121,0.77,30.414950352866246,14,2.67,4.74,96
8006,1588,farm12,20200312,41주차,438.26,84.0970833,18.1108333,0.0,1271,2.5791667,30.414950352866246,11,2.74,5.74,92
8007,1588,farm12,20200313,41주차,434.38375,78.9066667,19.4720833,0.0,2119,2.0329167,30.414950352866246,13,2.65,4.61,94
8008,1588,farm12,20200314,41주차,397.13125,80.31875,19.6979167,0.0,1911,1.8420833,30.414950352866246,14,2.68,4.13,92
8009,1588,farm12,20200315,41주차,410.2308333,79.5641667,20.0391667,0.0,2111,2.09125,30.414950352866246,14,2.64,5.05,97
8010,1589,farm12,20200309,41주차,458.3254167,78.47625,19.4366667,0.0,2091,1.39625,30.414950352866246,13,2.68,4.32,92
8011,1589,farm12,20200310,41주차,460.49,81.1695833,18.7529167,0.0,1578,1.7675,30.414950352866246,14,2.75,5.68,90
8012,1589,farm12,20200311,41주차,454.3541667,78.665,19.66625,0.0,2121,0.77,30.414950352866246,14,2.67,4.74,96
8013,1589,farm12,20200312,41주차,438.26,84.0970833,18.1108333,0.0,1271,2.5791667,30.414950352866246,11,2.74,5.74,92
8014,1589,farm12,20200313,41주차,434.38375,78.9066667,19.4720833,0.0,2119,2.0329167,30.414950352866246,13,2.65,4.61,94
8015,1589,farm12,20200314,41주차,397.13125,80.31875,19.6979167,0.0,1911,1.8420833,30.414950352866246,14,2.68,4.13,92
8016,1589,farm12,20200315,41주차,410.2308333,79.5641667,20.0391667,0.0,2111,2.09125,30.414950352866246,14,2.64,5.05,97
8017,1590,farm12,20200309,41주차,458.3254167,78.47625,19.4366667,0.0,2091,1.39625,30.414950352866246,13,2.68,4.32,92
8018,1590,farm12,20200310,41주차,460.49,81.1695833,18.7529167,0.0,1578,1.7675,30.414950352866246,14,2.75,5.68,90
8019,1590,farm12,20200311,41주차,454.3541667,78.665,19.66625,0.0,2121,0.77,30.414950352866246,14,2.67,4.74,96
8020,1590,farm12,20200312,41주차,438.26,84.0970833,18.1108333,0.0,1271,2.5791667,30.414950352866246,11,2.74,5.74,92
8021,1590,farm12,20200313,41주차,434.38375,78.9066667,19.4720833,0.0,2119,2.0329167,30.414950352866246,13,2.65,4.61,94
8022,1590,farm12,20200314,41주차,397.13125,80.31875,19.6979167,0.0,1911,1.8420833,30.414950352866246,14,2.68,4.13,92
8023,1590,farm12,20200315,41주차,410.2308333,79.5641667,20.0391667,0.0,2111,2.09125,30.414950352866246,14,2.64,5.05,97
8024,1591,farm12,20200315,42주차,410.2308333,79.5641667,20.0391667,0.0,2111,2.09125,30.414950352866246,14,2.64,5.05,97
8025,1591,farm12,20200316,42주차,458.1583333,77.5945833,19.7229167,0.0,2153,1.4795833,30.414950352866246,13,2.68,4.09,93
