Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,일사량,급액횟수,급액EC(dS/m),급액pH,급액량(회당)
1638,farm22,20200421,34,367.3470833,81.8125,21.0970833,2077,14,2.65,4.93,101
1638,farm22,20200422,34,373.2833333,84.0579167,21.9375,2057,13,2.71,4.36,92
1638,farm22,20200423,34,360.8004167,85.1958333,22.3595833,2067,14,2.64,4.26,98
1638,farm22,20200424,34,335.4483333,88.5170833,23.9104167,1858,14,2.67,5.36,95
1638,farm22,20200425,34,354.9154167,91.3375,22.365,1318,12,2.74,5.7,100
1638,farm22,20200426,34,460.7008333,97.2675,19.95375,328,10,2.7,5.59,93
1639,farm35,20191124,17,907.1870833,93.9554167,16.21125,107,9,2.71,5.16,133
1639,farm35,20191125,17,560.9433333,92.6154167,16.9183333,692,10,2.74,5.04,131
1639,farm35,20191126,17,579.5666667,92.035,17.8883333,755,9,2.8,5.07,120
1639,farm35,20191127,17,572.7183333,91.5616667,18.2658333,895,9,2.78,4.98,129
1639,farm35,20191128,17,571.8125,90.4541667,17.1854167,1038,7,2.88,5.54,107
1639,farm35,20191129,17,592.4166667,89.525,18.6,960,7,2.83,5.52,120
1639,farm35,20191130,17,584.5416667,90.7916667,18.5291667,969,7,2.83,5.5,133
1640,farm35,20191124,17,907.1870833,93.9554167,16.21125,107,9,2.71,5.16,133
1640,farm35,20191125,17,560.9433333,92.6154167,16.9183333,692,10,2.74,5.04,131
1640,farm35,20191126,17,579.5666667,92.035,17.8883333,755,9,2.8,5.07,120
1640,farm35,20191127,17,572.7183333,91.5616667,18.2658333,895,9,2.78,4.98,129
1640,farm35,20191128,17,571.8125,90.4541667,17.1854167,1038,7,2.88,5.54,107
1640,farm35,20191129,17,592.4166667,89.525,18.6,960,7,2.83,5.52,120
1640,farm35,20191130,17,584.5416667,90.7916667,18.5291667,969,7,2.83,5.5,133
1641,farm35,20191124,17,907.1870833,93.9554167,16.21125,107,9,2.71,5.16,133
1641,farm35,20191125,17,560.9433333,92.6154167,16.9183333,692,10,2.74,5.04,131
1641,farm35,20191126,17,579.5666667,92.035,17.8883333,755,9,2.8,5.07,120
1641,farm35,20191127,17,572.7183333,91.5616667,18.2658333,895,9,2.78,4.98,129
1641,farm35,20191128,17,571.8125,90.4541667,17.1854167,1038,7,2.88,5.54,107
1641,farm35,20191129,17,592.4166667,89.525,18.6,960,7,2.83,5.52,120
1641,farm35,20191130,17,584.5416667,90.7916667,18.5291667,969,7,2.83,5.5,133
1642,farm35,20191124,17,907.1870833,93.9554167,16.21125,107,9,2.71,5.16,133
1642,farm35,20191125,17,560.9433333,92.6154167,16.9183333,692,10,2.74,5.04,131
1642,farm35,20191126,17,579.5666667,92.035,17.8883333,755,9,2.8,5.07,120
1642,farm35,20191127,17,572.7183333,91.5616667,18.2658333,895,9,2.78,4.98,129
1642,farm35,20191128,17,571.8125,90.4541667,17.1854167,1038,7,2.88,5.54,107
1642,farm35,20191129,17,592.4166667,89.525,18.6,960,7,2.83,5.52,120
1642,farm35,20191130,17,584.5416667,90.7916667,18.5291667,969,7,2.83,5.5,133
1644,farm35,20191201,18,566.875,90.7708333,17.8645833,1007,8,2.86,5.54,101
1644,farm35,20191202,18,570.5,91.6729167,18.3729167,842,10,2.7,5.24,113
1644,farm35,20191203,18,569.5625,91.2604167,18.0166667,805,9,2.7,4.9,119
1644,farm35,20191204,18,641.9791667,93.3895833,16.3541667,551,9,2.73,5.0,110
1644,farm35,20191205,18,636.4166667,90.4729167,17.9208333,1031,7,2.87,5.52,104
1644,farm35,20191206,18,591.3541667,91.3083333,18.1125,838,10,2.79,5.45,106
1644,farm35,20191207,18,613.8679167,90.2716667,18.4783333,980,8,2.86,5.53,107
1645,farm35,20191201,18,566.875,90.7708333,17.8645833,1007,8,2.86,5.54,101
1645,farm35,20191202,18,570.5,91.6729167,18.3729167,842,10,2.7,5.24,113
1645,farm35,20191203,18,569.5625,91.2604167,18.0166667,805,9,2.7,4.9,119
1645,farm35,20191204,18,641.9791667,93.3895833,16.3541667,551,9,2.73,5.0,110
1645,farm35,20191205,18,636.4166667,90.4729167,17.9208333,1031,7,2.87,5.52,104
1645,farm35,20191206,18,591.3541667,91.3083333,18.1125,838,10,2.79,5.45,106
1645,farm35,20191207,18,613.8679167,90.2716667,18.4783333,980,8,2.86,5.53,107
1646,farm35,20191201,18,566.875,90.7708333,17.8645833,1007,8,2.86,5.54,101
1646,farm35,20191202,18,570.5,91.6729167,18.3729167,842,10,2.7,5.24,113
1646,farm35,20191203,18,569.5625,91.2604167,18.0166667,805,9,2.7,4.9,119
1646,farm35,20191204,18,641.9791667,93.3895833,16.3541667,551,9,2.73,5.0,110
1646,farm35,20191205,18,636.4166667,90.4729167,17.9208333,1031,7,2.87,5.52,104
1646,farm35,20191206,18,591.3541667,91.3083333,18.1125,838,10,2.79,5.45,106
1646,farm35,20191207,18,613.8679167,90.2716667,18.4783333,980,8,2.86,5.53,107
1647,farm35,20191208,19,598.0625,90.8458333,18.53125,937,9,2.75,4.89,133
1647,farm35,20191209,19,528.4791667,91.78125,18.4208333,786,9,2.79,5.04,105
1647,farm35,20191210,19,718.5,93.8020833,16.2583333,125,10,2.76,5.11,102
1647,farm35,20191211,19,573.3125,91.4729167,16.4895833,824,10,2.74,5.48,132
1647,farm35,20191212,19,549.9166667,90.0083333,18.4208333,939,9,2.72,5.11,130
1647,farm35,20191213,19,652.6875,92.6583333,17.5208333,623,9,2.76,5.43,127
1647,farm35,20191214,19,600.1458333,93.1708333,16.6458333,410,9,2.78,5.17,101
1648,farm35,20191208,19,598.0625,90.8458333,18.53125,937,9,2.75,4.89,133
1648,farm35,20191209,19,528.4791667,91.78125,18.4208333,786,9,2.79,5.04,105
1648,farm35,20191210,19,718.5,93.8020833,16.2583333,125,10,2.76,5.11,102
1648,farm35,20191211,19,573.3125,91.4729167,16.4895833,824,10,2.74,5.48,132
1648,farm35,20191212,19,549.9166667,90.0083333,18.4208333,939,9,2.72,5.11,130
1648,farm35,20191213,19,652.6875,92.6583333,17.5208333,623,9,2.76,5.43,127
1648,farm35,20191214,19,600.1458333,93.1708333,16.6458333,410,9,2.78,5.17,101
1649,farm35,20191208,19,598.0625,90.8458333,18.53125,937,9,2.75,4.89,133
1649,farm35,20191209,19,528.4791667,91.78125,18.4208333,786,9,2.79,5.04,105
1649,farm35,20191210,19,718.5,93.8020833,16.2583333,125,10,2.76,5.11,102
1649,farm35,20191211,19,573.3125,91.4729167,16.4895833,824,10,2.74,5.48,132
1649,farm35,20191212,19,549.9166667,90.0083333,18.4208333,939,9,2.72,5.11,130
1649,farm35,20191213,19,652.6875,92.6583333,17.5208333,623,9,2.76,5.43,127
1649,farm35,20191214,19,600.1458333,93.1708333,16.6458333,410,9,2.78,5.17,101
1650,farm35,20191208,19,598.0625,90.8458333,18.53125,937,9,2.75,4.89,133
1650,farm35,20191209,19,528.4791667,91.78125,18.4208333,786,9,2.79,5.04,105
1650,farm35,20191210,19,718.5,93.8020833,16.2583333,125,10,2.76,5.11,102
1650,farm35,20191211,19,573.3125,91.4729167,16.4895833,824,10,2.74,5.48,132
1650,farm35,20191212,19,549.9166667,90.0083333,18.4208333,939,9,2.72,5.11,130
1650,farm35,20191213,19,652.6875,92.6583333,17.5208333,623,9,2.76,5.43,127
1650,farm35,20191214,19,600.1458333,93.1708333,16.6458333,410,9,2.78,5.17,101
1652,farm35,20191215,20,476.0625,92.8791667,17.7041667,604,10,2.71,4.93,121
1652,farm35,20191216,20,551.375,93.1770833,16.7666667,687,9,2.74,5.41,113
1652,farm35,20191217,20,613.6458333,91.1854167,18.34375,900,10,2.76,5.23,116
1652,farm35,20191218,20,582.3333333,91.1333333,18.1854167,858,10,2.73,4.91,118
1652,farm35,20191219,20,918.8541667,93.8916667,15.96875,165,10,2.78,5.2,104
1652,farm35,20191220,20,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1652,farm35,20191221,20,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1653,farm35,20191215,20,476.0625,92.8791667,17.7041667,604,10,2.71,4.93,121
1653,farm35,20191216,20,551.375,93.1770833,16.7666667,687,9,2.74,5.41,113
1653,farm35,20191217,20,613.6458333,91.1854167,18.34375,900,10,2.76,5.23,116
1653,farm35,20191218,20,582.3333333,91.1333333,18.1854167,858,10,2.73,4.91,118
1653,farm35,20191219,20,918.8541667,93.8916667,15.96875,165,10,2.78,5.2,104
1653,farm35,20191220,20,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1653,farm35,20191221,20,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1654,farm35,20191215,20,476.0625,92.8791667,17.7041667,604,10,2.71,4.93,121
1654,farm35,20191216,20,551.375,93.1770833,16.7666667,687,9,2.74,5.41,113
1654,farm35,20191217,20,613.6458333,91.1854167,18.34375,900,10,2.76,5.23,116
1654,farm35,20191218,20,582.3333333,91.1333333,18.1854167,858,10,2.73,4.91,118
1654,farm35,20191219,20,918.8541667,93.8916667,15.96875,165,10,2.78,5.2,104
1654,farm35,20191220,20,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1654,farm35,20191221,20,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1655,farm35,20191220,21,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1655,farm35,20191221,21,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1655,farm35,20191222,21,595.9583333,93.31875,16.1166667,256,9,2.77,4.91,114
1655,farm35,20191223,21,557.6666667,93.4791667,15.8583333,340,10,2.73,4.86,122
1655,farm35,20191224,21,529.2708333,89.8395833,17.8520833,1031,7,2.85,5.53,117
1655,farm35,20191225,21,669.7916667,91.9729167,17.0125,771,5,2.62,5.7,85
1655,farm35,20191226,21,645.125,91.1041667,17.7604167,846,4,2.56,5.6,89
1656,farm35,20191220,21,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1656,farm35,20191221,21,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1656,farm35,20191222,21,595.9583333,93.31875,16.1166667,256,9,2.77,4.91,114
1656,farm35,20191223,21,557.6666667,93.4791667,15.8583333,340,10,2.73,4.86,122
1656,farm35,20191224,21,529.2708333,89.8395833,17.8520833,1031,7,2.85,5.53,117
1656,farm35,20191225,21,669.7916667,91.9729167,17.0125,771,5,2.62,5.7,85
1656,farm35,20191226,21,645.125,91.1041667,17.7604167,846,4,2.56,5.6,89
1657,farm35,20191220,21,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1657,farm35,20191221,21,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1657,farm35,20191222,21,595.9583333,93.31875,16.1166667,256,9,2.77,4.91,114
1657,farm35,20191223,21,557.6666667,93.4791667,15.8583333,340,10,2.73,4.86,122
1657,farm35,20191224,21,529.2708333,89.8395833,17.8520833,1031,7,2.85,5.53,117
1657,farm35,20191225,21,669.7916667,91.9729167,17.0125,771,5,2.62,5.7,85
1657,farm35,20191226,21,645.125,91.1041667,17.7604167,846,4,2.56,5.6,89
1658,farm35,20191220,21,691.8125,91.4354167,17.6520833,835,10,2.79,5.46,121
1658,farm35,20191221,21,566.5,90.9125,18.8104167,974,8,2.86,5.52,103
1658,farm35,20191222,21,595.9583333,93.31875,16.1166667,256,9,2.77,4.91,114
1658,farm35,20191223,21,557.6666667,93.4791667,15.8583333,340,10,2.73,4.86,122
1658,farm35,20191224,21,529.2708333,89.8395833,17.8520833,1031,7,2.85,5.53,117
1658,farm35,20191225,21,669.7916667,91.9729167,17.0125,771,5,2.62,5.7,85
1658,farm35,20191226,21,645.125,91.1041667,17.7604167,846,4,2.56,5.6,89
1659,farm35,20191227,22,553.75,91.8895833,17.05625,915,6,2.91,5.04,84
1659,farm35,20191228,22,574.6666667,91.0125,17.83125,825,6,2.68,5.86,90
1659,farm35,20191229,22,571.8125,89.5458333,18.0020833,925,6,2.88,4.8,79
1659,farm35,20191230,22,688.0625,93.8770833,15.9916667,102,4,2.63,5.71,82
1659,farm35,20191231,22,509.8958333,94.7145833,16.7520833,82,4,2.62,5.7,82
1659,farm35,20200101,22,592.7291667,93.2333333,15.4208333,213,4,2.62,5.62,88
1659,farm35,20200102,22,554.7708333,91.6520833,16.3375,787,4,2.55,5.56,91
1661,farm35,20191227,22,553.75,91.8895833,17.05625,915,6,2.91,5.04,84
1661,farm35,20191228,22,574.6666667,91.0125,17.83125,825,6,2.68,5.86,90
1661,farm35,20191229,22,571.8125,89.5458333,18.0020833,925,6,2.88,4.8,79
1661,farm35,20191230,22,688.0625,93.8770833,15.9916667,102,4,2.63,5.71,82
1661,farm35,20191231,22,509.8958333,94.7145833,16.7520833,82,4,2.62,5.7,82
1661,farm35,20200101,22,592.7291667,93.2333333,15.4208333,213,4,2.62,5.62,88
1661,farm35,20200102,22,554.7708333,91.6520833,16.3375,787,4,2.55,5.56,91
1662,farm35,20191227,22,553.75,91.8895833,17.05625,915,6,2.91,5.04,84
1662,farm35,20191228,22,574.6666667,91.0125,17.83125,825,6,2.68,5.86,90
1662,farm35,20191229,22,571.8125,89.5458333,18.0020833,925,6,2.88,4.8,79
1662,farm35,20191230,22,688.0625,93.8770833,15.9916667,102,4,2.63,5.71,82
1662,farm35,20191231,22,509.8958333,94.7145833,16.7520833,82,4,2.62,5.7,82
1662,farm35,20200101,22,592.7291667,93.2333333,15.4208333,213,4,2.62,5.62,88
1662,farm35,20200102,22,554.7708333,91.6520833,16.3375,787,4,2.55,5.56,91
1663,farm20,20211113,2,550.69125,94.93125,25.9566667,412,10,2.76,5.31,105
1663,farm20,20211114,2,526.3241667,95.9758333,26.285,395,10,2.74,5.13,123
1663,farm20,20211115,2,510.9075,93.7420833,24.825,454,10,2.72,5.08,109
1663,farm20,20211117,2,520.98,92.2820833,26.1420833,766,10,2.76,5.43,110
1663,farm20,20211118,2,497.1275,92.1383333,26.1604167,950,10,2.73,5.36,107
1663,farm20,20211119,2,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1664,farm20,20211113,2,550.69125,94.93125,25.9566667,412,10,2.76,5.31,105
1664,farm20,20211114,2,526.3241667,95.9758333,26.285,395,10,2.74,5.13,123
1664,farm20,20211115,2,510.9075,93.7420833,24.825,454,10,2.72,5.08,109
1664,farm20,20211117,2,520.98,92.2820833,26.1420833,766,10,2.76,5.43,110
1664,farm20,20211118,2,497.1275,92.1383333,26.1604167,950,10,2.73,5.36,107
1664,farm20,20211119,2,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1665,farm20,20211113,2,550.69125,94.93125,25.9566667,412,10,2.76,5.31,105
1665,farm20,20211114,2,526.3241667,95.9758333,26.285,395,10,2.74,5.13,123
1665,farm20,20211115,2,510.9075,93.7420833,24.825,454,10,2.72,5.08,109
1665,farm20,20211117,2,520.98,92.2820833,26.1420833,766,10,2.76,5.43,110
1665,farm20,20211118,2,497.1275,92.1383333,26.1604167,950,10,2.73,5.36,107
1665,farm20,20211119,2,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1667,farm20,20211119,3,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1667,farm20,20211120,3,537.15625,88.6075,26.07875,1129,9,2.84,5.53,51
1667,farm20,20211121,3,550.8216667,88.9541667,26.0341667,1045,7,2.87,5.53,125
1667,farm20,20211122,3,539.1674059,90.0483333,26.4004167,959,7,2.83,5.51,106
1667,farm20,20211123,3,702.312299,84.0372277,20.46193,229,13,2.68,5.73,64
1667,farm20,20211124,3,427.5083704,83.5119904,20.7234067,637,10,2.79,4.87,121
1667,farm20,20211125,3,516.6654167,91.0,26.41,925,10,2.71,5.13,111
1668,farm20,20211119,3,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1668,farm20,20211120,3,537.15625,88.6075,26.07875,1129,9,2.84,5.53,51
1668,farm20,20211121,3,550.8216667,88.9541667,26.0341667,1045,7,2.87,5.53,125
1668,farm20,20211122,3,539.1674059,90.0483333,26.4004167,959,7,2.83,5.51,106
1668,farm20,20211123,3,702.312299,84.0372277,20.46193,229,13,2.68,5.73,64
1668,farm20,20211124,3,427.5083704,83.5119904,20.7234067,637,10,2.79,4.87,121
1668,farm20,20211125,3,516.6654167,91.0,26.41,925,10,2.71,5.13,111
1670,farm20,20211119,3,534.3991667,89.2145833,26.255,1131,9,2.86,5.53,43
1670,farm20,20211120,3,537.15625,88.6075,26.07875,1129,9,2.84,5.53,51
1670,farm20,20211121,3,550.8216667,88.9541667,26.0341667,1045,7,2.87,5.53,125
1670,farm20,20211122,3,539.1674059,90.0483333,26.4004167,959,7,2.83,5.51,106
1670,farm20,20211123,3,702.312299,84.0372277,20.46193,229,13,2.68,5.73,64
1670,farm20,20211124,3,427.5083704,83.5119904,20.7234067,637,10,2.79,4.87,121
1670,farm20,20211125,3,516.6654167,91.0,26.41,925,10,2.71,5.13,111
1671,farm23,20201230,16,653.6295276,82.7458666,12.624907,1009,7,2.89,5.38,89
1671,farm23,20201231,16,540.7143517,73.5282545,11.6772935,1073,7,2.75,4.86,122
1671,farm23,20210101,16,499.5494918,74.9369174,11.2706641,930,6,2.54,5.51,80
1671,farm23,20210102,16,817.5425503,83.6266707,13.9592294,987,8,2.88,5.14,91
1671,farm23,20210103,16,645.5847631,71.2554171,12.9143515,1063,7,2.73,5.07,141
1671,farm23,20210105,16,620.7294134,83.3722778,14.7369386,987,8,2.93,4.96,88
1672,farm23,20201230,16,653.6295276,82.7458666,12.624907,1009,7,2.89,5.38,89
1672,farm23,20201231,16,540.7143517,73.5282545,11.6772935,1073,7,2.75,4.86,122
1672,farm23,20210101,16,499.5494918,74.9369174,11.2706641,930,6,2.54,5.51,80
1672,farm23,20210102,16,817.5425503,83.6266707,13.9592294,987,8,2.88,5.14,91
1672,farm23,20210103,16,645.5847631,71.2554171,12.9143515,1063,7,2.73,5.07,141
1672,farm23,20210105,16,620.7294134,83.3722778,14.7369386,987,8,2.93,4.96,88
1673,farm23,20201230,16,653.6295276,82.7458666,12.624907,1009,7,2.89,5.38,89
1673,farm23,20201231,16,540.7143517,73.5282545,11.6772935,1073,7,2.75,4.86,122
1673,farm23,20210101,16,499.5494918,74.9369174,11.2706641,930,6,2.54,5.51,80
1673,farm23,20210102,16,817.5425503,83.6266707,13.9592294,987,8,2.88,5.14,91
1673,farm23,20210103,16,645.5847631,71.2554171,12.9143515,1063,7,2.73,5.07,141
1673,farm23,20210105,16,620.7294134,83.3722778,14.7369386,987,8,2.93,4.96,88
1674,farm23,20201230,16,653.6295276,82.7458666,12.624907,1009,7,2.89,5.38,89
1674,farm23,20201231,16,540.7143517,73.5282545,11.6772935,1073,7,2.75,4.86,122
1674,farm23,20210101,16,499.5494918,74.9369174,11.2706641,930,6,2.54,5.51,80
1674,farm23,20210102,16,817.5425503,83.6266707,13.9592294,987,8,2.88,5.14,91
1674,farm23,20210103,16,645.5847631,71.2554171,12.9143515,1063,7,2.73,5.07,141
1674,farm23,20210105,16,620.7294134,83.3722778,14.7369386,987,8,2.93,4.96,88
1675,farm23,20210106,17,580.3075981,75.3832245,16.4877677,1024,7,2.71,5.27,126
1675,farm23,20210107,17,739.3728996,79.0062065,16.3351245,1033,8,2.65,5.53,93
1675,farm23,20210108,17,774.3380585,81.7667478,16.7479435,628,6,2.77,5.58,97
1675,farm23,20210109,17,704.3220772,84.2425157,14.4824826,966,6,2.89,4.8,83
1675,farm23,20210110,17,664.8037079,81.8225785,15.9651054,1194,8,2.71,5.56,99
1675,farm23,20210111,17,656.1694448,80.3493963,13.4862122,684,6,2.74,5.54,94
1675,farm23,20210112,17,786.7741778,82.9824955,12.7978626,1196,9,2.92,5.16,80
1676,farm23,20210106,17,580.3075981,75.3832245,16.4877677,1024,7,2.71,5.27,126
1676,farm23,20210107,17,739.3728996,79.0062065,16.3351245,1033,8,2.65,5.53,93
1676,farm23,20210108,17,774.3380585,81.7667478,16.7479435,628,6,2.77,5.58,97
1676,farm23,20210109,17,704.3220772,84.2425157,14.4824826,966,6,2.89,4.8,83
1676,farm23,20210110,17,664.8037079,81.8225785,15.9651054,1194,8,2.71,5.56,99
1676,farm23,20210111,17,656.1694448,80.3493963,13.4862122,684,6,2.74,5.54,94
1676,farm23,20210112,17,786.7741778,82.9824955,12.7978626,1196,9,2.92,5.16,80
1677,farm23,20210106,17,580.3075981,75.3832245,16.4877677,1024,7,2.71,5.27,126
1677,farm23,20210107,17,739.3728996,79.0062065,16.3351245,1033,8,2.65,5.53,93
1677,farm23,20210108,17,774.3380585,81.7667478,16.7479435,628,6,2.77,5.58,97
1677,farm23,20210109,17,704.3220772,84.2425157,14.4824826,966,6,2.89,4.8,83
1677,farm23,20210110,17,664.8037079,81.8225785,15.9651054,1194,8,2.71,5.56,99
1677,farm23,20210111,17,656.1694448,80.3493963,13.4862122,684,6,2.74,5.54,94
1677,farm23,20210112,17,786.7741778,82.9824955,12.7978626,1196,9,2.92,5.16,80
1679,farm23,20210120,19,553.8380264,88.9188098,15.247535,1183,10,2.92,5.65,71
1679,farm23,20210121,19,806.8267837,88.4754665,12.4626586,1038,10,2.87,5.61,78
1679,farm23,20210122,19,638.860931,85.7671633,11.3570528,1381,10,2.97,5.59,77
1679,farm23,20210123,19,695.789116,89.7309864,12.5584178,910,6,2.89,5.15,86
1679,farm23,20210124,19,680.1703573,87.3278676,13.793269,1197,13,2.94,5.59,78
1679,farm23,20210125,19,647.6340755,92.8456604,13.7635377,302,4,2.62,5.64,86
1679,farm23,20210126,19,653.8297884,85.3810297,12.7940708,1455,12,2.82,5.53,73
1683,farm23,20210127,20,628.5106346,85.0878098,12.3369448,1442,11,2.96,5.68,67
1683,farm23,20210128,20,652.4354716,87.2912091,13.1588823,1450,14,2.96,5.6,69
1683,farm23,20210129,20,679.8164708,91.4625,12.15748,931,6,2.97,4.8,86
1683,farm23,20210130,20,707.2208333,90.16125,13.6175,1353,10,2.81,5.64,76
1683,farm23,20210131,20,695.9962497,89.5760591,14.6370268,1317,10,2.96,5.66,78
1683,farm23,20210201,20,758.5775,88.5454167,12.493888,1539,13,2.85,5.55,66
1683,farm23,20210202,20,743.5477315,85.6264489,12.6473554,1579,12,2.94,5.6,67
1684,farm23,20210127,20,628.5106346,85.0878098,12.3369448,1442,11,2.96,5.68,67
1684,farm23,20210128,20,652.4354716,87.2912091,13.1588823,1450,14,2.96,5.6,69
1684,farm23,20210129,20,679.8164708,91.4625,12.15748,931,6,2.97,4.8,86
1684,farm23,20210130,20,707.2208333,90.16125,13.6175,1353,10,2.81,5.64,76
1684,farm23,20210131,20,695.9962497,89.5760591,14.6370268,1317,10,2.96,5.66,78
1684,farm23,20210201,20,758.5775,88.5454167,12.493888,1539,13,2.85,5.55,66
1684,farm23,20210202,20,743.5477315,85.6264489,12.6473554,1579,12,2.94,5.6,67
1685,farm23,20210127,20,628.5106346,85.0878098,12.3369448,1442,11,2.96,5.68,67
1685,farm23,20210128,20,652.4354716,87.2912091,13.1588823,1450,14,2.96,5.6,69
1685,farm23,20210129,20,679.8164708,91.4625,12.15748,931,6,2.97,4.8,86
1685,farm23,20210130,20,707.2208333,90.16125,13.6175,1353,10,2.81,5.64,76
1685,farm23,20210131,20,695.9962497,89.5760591,14.6370268,1317,10,2.96,5.66,78
1685,farm23,20210201,20,758.5775,88.5454167,12.493888,1539,13,2.85,5.55,66
1685,farm23,20210202,20,743.5477315,85.6264489,12.6473554,1579,12,2.94,5.6,67
1686,farm23,20210127,20,628.5106346,85.0878098,12.3369448,1442,11,2.96,5.68,67
1686,farm23,20210128,20,652.4354716,87.2912091,13.1588823,1450,14,2.96,5.6,69
1686,farm23,20210129,20,679.8164708,91.4625,12.15748,931,6,2.97,4.8,86
1686,farm23,20210130,20,707.2208333,90.16125,13.6175,1353,10,2.81,5.64,76
1686,farm23,20210131,20,695.9962497,89.5760591,14.6370268,1317,10,2.96,5.66,78
1686,farm23,20210201,20,758.5775,88.5454167,12.493888,1539,13,2.85,5.55,66
1686,farm23,20210202,20,743.5477315,85.6264489,12.6473554,1579,12,2.94,5.6,67
1687,farm23,20210303,25,618.860771,93.382748,16.0960727,1851,13,2.66,4.24,91
1687,farm23,20210304,25,625.3848337,98.0733042,15.8615121,1598,13,2.78,5.73,86
1687,farm23,20210305,25,695.2602418,99.9995833,13.899365,222,8,2.66,5.72,101
1687,farm23,20210306,25,638.4789713,99.9504167,15.8069216,1949,15,2.7,5.29,95
1687,farm23,20210307,25,653.819886,97.4238607,15.0190626,1677,13,2.68,5.23,87
1687,farm23,20210308,25,656.6163362,99.9641667,15.9245833,1635,14,2.79,5.65,94
1687,farm23,20210309,25,585.9969647,96.4867303,18.1100212,1759,13,2.64,4.7,100
1688,farm23,20210303,25,618.860771,93.382748,16.0960727,1851,13,2.66,4.24,91
1688,farm23,20210304,25,625.3848337,98.0733042,15.8615121,1598,13,2.78,5.73,86
1688,farm23,20210305,25,695.2602418,99.9995833,13.899365,222,8,2.66,5.72,101
1688,farm23,20210306,25,638.4789713,99.9504167,15.8069216,1949,15,2.7,5.29,95
1688,farm23,20210307,25,653.819886,97.4238607,15.0190626,1677,13,2.68,5.23,87
1688,farm23,20210308,25,656.6163362,99.9641667,15.9245833,1635,14,2.79,5.65,94
1688,farm23,20210309,25,585.9969647,96.4867303,18.1100212,1759,13,2.64,4.7,100
1689,farm23,20210303,25,618.860771,93.382748,16.0960727,1851,13,2.66,4.24,91
1689,farm23,20210304,25,625.3848337,98.0733042,15.8615121,1598,13,2.78,5.73,86
1689,farm23,20210305,25,695.2602418,99.9995833,13.899365,222,8,2.66,5.72,101
1689,farm23,20210306,25,638.4789713,99.9504167,15.8069216,1949,15,2.7,5.29,95
1689,farm23,20210307,25,653.819886,97.4238607,15.0190626,1677,13,2.68,5.23,87
1689,farm23,20210308,25,656.6163362,99.9641667,15.9245833,1635,14,2.79,5.65,94
1689,farm23,20210309,25,585.9969647,96.4867303,18.1100212,1759,13,2.64,4.7,100
1690,farm23,20210303,25,618.860771,93.382748,16.0960727,1851,13,2.66,4.24,91
1690,farm23,20210304,25,625.3848337,98.0733042,15.8615121,1598,13,2.78,5.73,86
1690,farm23,20210305,25,695.2602418,99.9995833,13.899365,222,8,2.66,5.72,101
1690,farm23,20210306,25,638.4789713,99.9504167,15.8069216,1949,15,2.7,5.29,95
1690,farm23,20210307,25,653.819886,97.4238607,15.0190626,1677,13,2.68,5.23,87
1690,farm23,20210308,25,656.6163362,99.9641667,15.9245833,1635,14,2.79,5.65,94
1690,farm23,20210309,25,585.9969647,96.4867303,18.1100212,1759,13,2.64,4.7,100
1691,farm23,20210317,27,628.4817491,99.9433333,16.675323,1673,14,2.68,4.72,92
1691,farm23,20210318,27,675.504994,99.0493972,17.4440881,2144,14,2.65,4.95,98
1691,farm23,20210319,27,661.117913,99.9591667,17.7831381,2076,14,2.68,5.39,92
1691,farm23,20210320,27,680.2752649,98.2895027,16.0654974,489,8,2.68,5.63,86
1691,farm23,20210321,27,619.4483333,97.6566531,18.504488,2153,13,2.71,5.17,86
1691,farm23,20210322,27,634.2065594,96.7853234,18.2511147,1814,14,2.66,4.93,96
1691,farm23,20210323,27,643.1705519,99.1591675,17.5363418,2035,14,2.67,4.89,90
1692,farm23,20210317,27,628.4817491,99.9433333,16.675323,1673,14,2.68,4.72,92
1692,farm23,20210318,27,675.504994,99.0493972,17.4440881,2144,14,2.65,4.95,98
1692,farm23,20210319,27,661.117913,99.9591667,17.7831381,2076,14,2.68,5.39,92
1692,farm23,20210320,27,680.2752649,98.2895027,16.0654974,489,8,2.68,5.63,86
1692,farm23,20210321,27,619.4483333,97.6566531,18.504488,2153,13,2.71,5.17,86
1692,farm23,20210322,27,634.2065594,96.7853234,18.2511147,1814,14,2.66,4.93,96
