Sample_no,시설ID,일,주차,내부CO2,내부습도,내부온도,지온,강우감지,일사량,외부온도,외부풍향,외부풍속,지습,급액횟수,급액EC(dS/m),급액pH,급액량(회당),품종,재배형태
1375,farm36,20190311,32주차,598.6916667,77.65,18.4045833,19.85,,1527,6.2866667,,1.0755,35.63875,14,2.82,5.65,95,,수경
1375,farm36,20190312,32주차,591.14875,77.7620833,19.37,20.3604167,,1670,8.6933333,,0.9818182,36.14,13,2.65,5.11,91,,수경
1375,farm36,20190313,32주차,567.3979167,88.7283333,16.4470833,18.5125,1.0,487,11.6783333,,2.2829167,35.0304167,10,2.67,5.75,90,,수경
1375,farm36,20190314,32주차,479.6558333,88.7725,16.6641667,17.8433333,1.0,802,8.5258333,,3.5895833,35.0670833,9,2.69,5.68,94,,수경
1375,farm36,20190315,32주차,526.7491667,79.36625,19.0479167,20.1116667,,1966,3.9954167,,2.0127273,36.12125,13,2.71,5.0,99,,수경
1375,farm36,20190316,32주차,540.7504167,79.0891667,18.0154167,19.8391667,1.0,1616,3.1870833,,2.4930435,35.4641667,13,2.72,5.6,101,,수경
1375,farm36,20190317,32주차,510.7375,76.7329167,19.1933333,20.0041667,,2125,3.2458333,,1.4333333,35.5241667,15,2.7,4.83,86,,수경
1376,farm36,20190318,33주차,519.8316667,78.6516667,18.8966667,20.18375,,1618,5.6741667,,1.9379167,35.5629167,13,2.74,5.73,90,,수경
1376,farm36,20190319,33주차,527.2820833,76.37375,19.38375,20.2741667,,1778,8.4975,,1.4117391,35.2433333,14,2.66,4.33,96,,수경
1376,farm36,20190320,33주차,509.87375,75.1020833,19.6575,20.4791667,,1768,13.2841667,,3.35375,35.37,14,2.66,5.37,91,,수경
1376,farm36,20190321,33주차,500.3504167,82.6741667,18.7704167,19.8758333,,1546,9.92625,,1.4975,35.57625,14,2.8,5.62,101,,수경
1376,farm36,20190322,33주차,513.4379167,78.8395833,19.24125,19.9995833,1.0,1791,9.3791667,,1.3329167,35.6308333,15,2.65,5.35,91,,수경
1376,farm36,20190323,33주차,521.02625,84.5670833,17.41625,18.8825,1.0,930,6.6908333,,2.9141667,34.8808333,10,2.64,5.63,95,,수경
1376,farm36,20190324,33주차,489.3308333,79.3645833,18.4904167,19.4045833,1.0,1883,5.2695833,,4.0741667,35.0475,14,2.71,5.28,94,,수경
1377,farm36,20190318,33주차,519.8316667,78.6516667,18.8966667,20.18375,,1618,5.6741667,,1.9379167,35.5629167,13,2.74,5.73,90,,수경
1377,farm36,20190319,33주차,527.2820833,76.37375,19.38375,20.2741667,,1778,8.4975,,1.4117391,35.2433333,14,2.66,4.33,96,,수경
1377,farm36,20190320,33주차,509.87375,75.1020833,19.6575,20.4791667,,1768,13.2841667,,3.35375,35.37,14,2.66,5.37,91,,수경
1377,farm36,20190321,33주차,500.3504167,82.6741667,18.7704167,19.8758333,,1546,9.92625,,1.4975,35.57625,14,2.8,5.62,101,,수경
1377,farm36,20190322,33주차,513.4379167,78.8395833,19.24125,19.9995833,1.0,1791,9.3791667,,1.3329167,35.6308333,15,2.65,5.35,91,,수경
1377,farm36,20190323,33주차,521.02625,84.5670833,17.41625,18.8825,1.0,930,6.6908333,,2.9141667,34.8808333,10,2.64,5.63,95,,수경
1377,farm36,20190324,33주차,489.3308333,79.3645833,18.4904167,19.4045833,1.0,1883,5.2695833,,4.0741667,35.0475,14,2.71,5.28,94,,수경
1378,farm36,20190318,33주차,519.8316667,78.6516667,18.8966667,20.18375,,1618,5.6741667,,1.9379167,35.5629167,13,2.74,5.73,90,,수경
1378,farm36,20190319,33주차,527.2820833,76.37375,19.38375,20.2741667,,1778,8.4975,,1.4117391,35.2433333,14,2.66,4.33,96,,수경
1378,farm36,20190320,33주차,509.87375,75.1020833,19.6575,20.4791667,,1768,13.2841667,,3.35375,35.37,14,2.66,5.37,91,,수경
1378,farm36,20190321,33주차,500.3504167,82.6741667,18.7704167,19.8758333,,1546,9.92625,,1.4975,35.57625,14,2.8,5.62,101,,수경
1378,farm36,20190322,33주차,513.4379167,78.8395833,19.24125,19.9995833,1.0,1791,9.3791667,,1.3329167,35.6308333,15,2.65,5.35,91,,수경
1378,farm36,20190323,33주차,521.02625,84.5670833,17.41625,18.8825,1.0,930,6.6908333,,2.9141667,34.8808333,10,2.64,5.63,95,,수경
1378,farm36,20190324,33주차,489.3308333,79.3645833,18.4904167,19.4045833,1.0,1883,5.2695833,,4.0741667,35.0475,14,2.71,5.28,94,,수경
1379,farm36,20190318,33주차,519.8316667,78.6516667,18.8966667,20.18375,,1618,5.6741667,,1.9379167,35.5629167,13,2.74,5.73,90,,수경
1379,farm36,20190319,33주차,527.2820833,76.37375,19.38375,20.2741667,,1778,8.4975,,1.4117391,35.2433333,14,2.66,4.33,96,,수경
1379,farm36,20190320,33주차,509.87375,75.1020833,19.6575,20.4791667,,1768,13.2841667,,3.35375,35.37,14,2.66,5.37,91,,수경
1379,farm36,20190321,33주차,500.3504167,82.6741667,18.7704167,19.8758333,,1546,9.92625,,1.4975,35.57625,14,2.8,5.62,101,,수경
1379,farm36,20190322,33주차,513.4379167,78.8395833,19.24125,19.9995833,1.0,1791,9.3791667,,1.3329167,35.6308333,15,2.65,5.35,91,,수경
1379,farm36,20190323,33주차,521.02625,84.5670833,17.41625,18.8825,1.0,930,6.6908333,,2.9141667,34.8808333,10,2.64,5.63,95,,수경
1379,farm36,20190324,33주차,489.3308333,79.3645833,18.4904167,19.4045833,1.0,1883,5.2695833,,4.0741667,35.0475,14,2.71,5.28,94,,수경
1380,farm36,20190325,34주차,540.7929167,85.7879167,25.8358333,20.1133333,0.0,2060,4.5008333,,1.4129167,35.4583333,13,2.68,5.26,99,,수경
1380,farm36,20190326,34주차,528.8379167,85.12,26.5566667,20.5525,0.0,2160,5.6479167,,1.48125,35.5125,15,2.67,4.36,100,,수경
1380,farm36,20190327,34주차,514.2320833,84.24,26.485,20.8158333,0.0,2208,5.6816667,,1.6458333,35.4120833,14,2.66,5.11,91,,수경
1380,farm36,20190328,34주차,527.8591667,83.6829167,26.35125,20.9483333,0.0,2165,7.1170833,,1.3470833,35.2858333,15,2.65,4.51,95,,수경
1380,farm36,20190329,34주차,540.60125,86.8470833,24.53,20.14375,0.0,1405,9.22125,,2.21625,34.7008333,13,2.77,5.74,96,,수경
1380,farm36,20190330,34주차,523.2204167,83.4733333,26.0820833,20.7079167,0.0,1840,10.7554167,,0.9033333,35.25625,13,2.71,4.77,87,,수경
1380,farm36,20190331,34주차,514.8654167,86.9808333,23.9283333,20.325,1.0,1261,13.0883333,,1.2195833,34.95125,11,2.78,5.74,100,,수경
1381,farm36,20190325,34주차,540.7929167,85.7879167,25.8358333,20.1133333,0.0,2060,4.5008333,,1.4129167,35.4583333,13,2.68,5.26,99,,수경
1381,farm36,20190326,34주차,528.8379167,85.12,26.5566667,20.5525,0.0,2160,5.6479167,,1.48125,35.5125,15,2.67,4.36,100,,수경
1381,farm36,20190327,34주차,514.2320833,84.24,26.485,20.8158333,0.0,2208,5.6816667,,1.6458333,35.4120833,14,2.66,5.11,91,,수경
1381,farm36,20190328,34주차,527.8591667,83.6829167,26.35125,20.9483333,0.0,2165,7.1170833,,1.3470833,35.2858333,15,2.65,4.51,95,,수경
1381,farm36,20190329,34주차,540.60125,86.8470833,24.53,20.14375,0.0,1405,9.22125,,2.21625,34.7008333,13,2.77,5.74,96,,수경
1381,farm36,20190330,34주차,523.2204167,83.4733333,26.0820833,20.7079167,0.0,1840,10.7554167,,0.9033333,35.25625,13,2.71,4.77,87,,수경
1381,farm36,20190331,34주차,514.8654167,86.9808333,23.9283333,20.325,1.0,1261,13.0883333,,1.2195833,34.95125,11,2.78,5.74,100,,수경
1382,farm36,20190325,34주차,540.7929167,85.7879167,25.8358333,20.1133333,0.0,2060,4.5008333,,1.4129167,35.4583333,13,2.68,5.26,99,,수경
1382,farm36,20190326,34주차,528.8379167,85.12,26.5566667,20.5525,0.0,2160,5.6479167,,1.48125,35.5125,15,2.67,4.36,100,,수경
1382,farm36,20190327,34주차,514.2320833,84.24,26.485,20.8158333,0.0,2208,5.6816667,,1.6458333,35.4120833,14,2.66,5.11,91,,수경
1382,farm36,20190328,34주차,527.8591667,83.6829167,26.35125,20.9483333,0.0,2165,7.1170833,,1.3470833,35.2858333,15,2.65,4.51,95,,수경
1382,farm36,20190329,34주차,540.60125,86.8470833,24.53,20.14375,0.0,1405,9.22125,,2.21625,34.7008333,13,2.77,5.74,96,,수경
1382,farm36,20190330,34주차,523.2204167,83.4733333,26.0820833,20.7079167,0.0,1840,10.7554167,,0.9033333,35.25625,13,2.71,4.77,87,,수경
1382,farm36,20190331,34주차,514.8654167,86.9808333,23.9283333,20.325,1.0,1261,13.0883333,,1.2195833,34.95125,11,2.78,5.74,100,,수경
1383,farm36,20190325,34주차,540.7929167,85.7879167,25.8358333,20.1133333,0.0,2060,4.5008333,,1.4129167,35.4583333,13,2.68,5.26,99,,수경
1383,farm36,20190326,34주차,528.8379167,85.12,26.5566667,20.5525,0.0,2160,5.6479167,,1.48125,35.5125,15,2.67,4.36,100,,수경
1383,farm36,20190327,34주차,514.2320833,84.24,26.485,20.8158333,0.0,2208,5.6816667,,1.6458333,35.4120833,14,2.66,5.11,91,,수경
1383,farm36,20190328,34주차,527.8591667,83.6829167,26.35125,20.9483333,0.0,2165,7.1170833,,1.3470833,35.2858333,15,2.65,4.51,95,,수경
1383,farm36,20190329,34주차,540.60125,86.8470833,24.53,20.14375,0.0,1405,9.22125,,2.21625,34.7008333,13,2.77,5.74,96,,수경
1383,farm36,20190330,34주차,523.2204167,83.4733333,26.0820833,20.7079167,0.0,1840,10.7554167,,0.9033333,35.25625,13,2.71,4.77,87,,수경
1383,farm36,20190331,34주차,514.8654167,86.9808333,23.9283333,20.325,1.0,1261,13.0883333,,1.2195833,34.95125,11,2.78,5.74,100,,수경
1384,farm36,20190401,35주차,530.3154167,82.8775,25.4991667,20.6616667,0.0,1995,10.2608333,,1.0554167,35.4441667,13,2.7,4.84,100,,수경
1384,farm36,20190402,35주차,497.81875,87.1154167,22.2533333,19.4358333,1.0,936,11.1533333,,2.2279167,35.1679167,10,2.65,5.65,92,,수경
1384,farm36,20190403,35주차,439.8520833,93.7625,22.9845833,18.1995833,1.0,620,7.8766667,,2.3079167,35.0391667,10,2.67,5.68,96,,수경
1384,farm36,20190404,35주차,468.1008333,88.9091667,24.8729167,19.6391667,,1482,8.4225,,1.115,35.60625,14,2.74,5.71,86,,수경
1384,farm36,20190405,35주차,485.3554167,85.5066667,26.4116667,20.53,,2178,9.3858333,,1.6745,35.8483333,13,2.64,4.42,97,,수경
1384,farm36,20190406,35주차,479.2420833,84.0475,25.6908333,20.4741667,0.0,2147,10.5320833,,1.03625,35.5145833,14,2.64,4.82,87,,수경
1384,farm36,20190407,35주차,499.94125,90.8366667,24.0566667,19.0929167,1.0,943,9.3758333,,1.7283333,34.51125,9,2.67,5.74,88,,수경
1385,farm36,20190401,35주차,530.3154167,82.8775,25.4991667,20.6616667,0.0,1995,10.2608333,,1.0554167,35.4441667,13,2.7,4.84,100,,수경
1385,farm36,20190402,35주차,497.81875,87.1154167,22.2533333,19.4358333,1.0,936,11.1533333,,2.2279167,35.1679167,10,2.65,5.65,92,,수경
1385,farm36,20190403,35주차,439.8520833,93.7625,22.9845833,18.1995833,1.0,620,7.8766667,,2.3079167,35.0391667,10,2.67,5.68,96,,수경
1385,farm36,20190404,35주차,468.1008333,88.9091667,24.8729167,19.6391667,,1482,8.4225,,1.115,35.60625,14,2.74,5.71,86,,수경
1385,farm36,20190405,35주차,485.3554167,85.5066667,26.4116667,20.53,,2178,9.3858333,,1.6745,35.8483333,13,2.64,4.42,97,,수경
1385,farm36,20190406,35주차,479.2420833,84.0475,25.6908333,20.4741667,0.0,2147,10.5320833,,1.03625,35.5145833,14,2.64,4.82,87,,수경
1385,farm36,20190407,35주차,499.94125,90.8366667,24.0566667,19.0929167,1.0,943,9.3758333,,1.7283333,34.51125,9,2.67,5.74,88,,수경
1386,farm36,20190401,35주차,530.3154167,82.8775,25.4991667,20.6616667,0.0,1995,10.2608333,,1.0554167,35.4441667,13,2.7,4.84,100,,수경
1386,farm36,20190402,35주차,497.81875,87.1154167,22.2533333,19.4358333,1.0,936,11.1533333,,2.2279167,35.1679167,10,2.65,5.65,92,,수경
1386,farm36,20190403,35주차,439.8520833,93.7625,22.9845833,18.1995833,1.0,620,7.8766667,,2.3079167,35.0391667,10,2.67,5.68,96,,수경
1386,farm36,20190404,35주차,468.1008333,88.9091667,24.8729167,19.6391667,,1482,8.4225,,1.115,35.60625,14,2.74,5.71,86,,수경
1386,farm36,20190405,35주차,485.3554167,85.5066667,26.4116667,20.53,,2178,9.3858333,,1.6745,35.8483333,13,2.64,4.42,97,,수경
1386,farm36,20190406,35주차,479.2420833,84.0475,25.6908333,20.4741667,0.0,2147,10.5320833,,1.03625,35.5145833,14,2.64,4.82,87,,수경
1386,farm36,20190407,35주차,499.94125,90.8366667,24.0566667,19.0929167,1.0,943,9.3758333,,1.7283333,34.51125,9,2.67,5.74,88,,수경
1388,farm36,20190408,36주차,480.3920833,84.1420833,25.7958333,20.05875,0.0,2320,9.1441667,,0.9933333,35.4870833,14,2.66,5.21,86,,수경
1388,farm36,20190409,36주차,477.6595833,82.3429167,26.06125,20.7183333,0.0,1952,13.3954167,,1.0075,35.3779167,13,2.68,5.21,87,,수경
1388,farm36,20190410,36주차,492.9558333,86.9954167,26.62,20.8529167,0.0,2288,14.6420833,,1.22,35.455,14,2.69,4.63,94,,수경
1388,farm36,20190411,36주차,471.2508333,91.5320833,24.9095833,20.8883333,0.0,2140,14.3041667,,2.1741667,35.6470833,15,2.68,4.51,92,,수경
1388,farm36,20190412,36주차,487.4370833,91.85625,26.2116667,20.255,1.0,1133,15.4966667,,1.13375,35.36625,8,2.65,5.65,91,,수경
1388,farm36,20190413,36주차,428.3154167,87.2545833,27.09375,21.3341667,1.0,2038,16.4904167,,1.1341667,36.0508333,15,2.69,4.68,94,,수경
1388,farm36,20190414,36주차,440.1716667,88.83125,25.4883333,21.3108333,0.0,1266,17.1054167,,0.87125,35.8470833,12,2.73,5.71,92,,수경
1389,farm36,20190408,36주차,480.3920833,84.1420833,25.7958333,20.05875,0.0,2320,9.1441667,,0.9933333,35.4870833,14,2.66,5.21,86,,수경
1389,farm36,20190409,36주차,477.6595833,82.3429167,26.06125,20.7183333,0.0,1952,13.3954167,,1.0075,35.3779167,13,2.68,5.21,87,,수경
1389,farm36,20190410,36주차,492.9558333,86.9954167,26.62,20.8529167,0.0,2288,14.6420833,,1.22,35.455,14,2.69,4.63,94,,수경
1389,farm36,20190411,36주차,471.2508333,91.5320833,24.9095833,20.8883333,0.0,2140,14.3041667,,2.1741667,35.6470833,15,2.68,4.51,92,,수경
1389,farm36,20190412,36주차,487.4370833,91.85625,26.2116667,20.255,1.0,1133,15.4966667,,1.13375,35.36625,8,2.65,5.65,91,,수경
1389,farm36,20190413,36주차,428.3154167,87.2545833,27.09375,21.3341667,1.0,2038,16.4904167,,1.1341667,36.0508333,15,2.69,4.68,94,,수경
1389,farm36,20190414,36주차,440.1716667,88.83125,25.4883333,21.3108333,0.0,1266,17.1054167,,0.87125,35.8470833,12,2.73,5.71,92,,수경
1391,farm36,20190408,36주차,480.3920833,84.1420833,25.7958333,20.05875,0.0,2320,9.1441667,,0.9933333,35.4870833,14,2.66,5.21,86,,수경
1391,farm36,20190409,36주차,477.6595833,82.3429167,26.06125,20.7183333,0.0,1952,13.3954167,,1.0075,35.3779167,13,2.68,5.21,87,,수경
1391,farm36,20190410,36주차,492.9558333,86.9954167,26.62,20.8529167,0.0,2288,14.6420833,,1.22,35.455,14,2.69,4.63,94,,수경
1391,farm36,20190411,36주차,471.2508333,91.5320833,24.9095833,20.8883333,0.0,2140,14.3041667,,2.1741667,35.6470833,15,2.68,4.51,92,,수경
1391,farm36,20190412,36주차,487.4370833,91.85625,26.2116667,20.255,1.0,1133,15.4966667,,1.13375,35.36625,8,2.65,5.65,91,,수경
1391,farm36,20190413,36주차,428.3154167,87.2545833,27.09375,21.3341667,1.0,2038,16.4904167,,1.1341667,36.0508333,15,2.69,4.68,94,,수경
1391,farm36,20190414,36주차,440.1716667,88.83125,25.4883333,21.3108333,0.0,1266,17.1054167,,0.87125,35.8470833,12,2.73,5.71,92,,수경
1392,farm36,20190415,37주차,449.4304167,85.0566667,24.5304167,21.3825,0.0,2280,18.23625,,0.9075,36.285,13,2.7,4.27,99,,수경
1392,farm36,20190416,37주차,443.9841667,94.9254167,22.1491667,20.6254167,1.0,630,17.3395833,,0.7066667,35.91375,9,2.7,5.73,94,,수경
1392,farm36,20190417,37주차,441.0091667,93.4483333,21.8220833,20.5983333,1.0,882,17.0325,,1.33,36.1141667,9,2.71,5.64,101,,수경
1392,farm36,20190418,37주차,440.9891667,97.3833333,19.2929167,18.9341667,1.0,274,13.7420833,,1.23125,35.1195833,8,2.69,5.64,97,,수경
1392,farm36,20190419,37주차,520.84125,97.86875,21.7116667,17.0258333,1.0,294,9.3295833,,1.3283333,34.5583333,10,2.66,5.65,100,,수경
1392,farm36,20190420,37주차,486.4741667,88.0841667,22.4354167,19.0720833,1.0,2165,11.8004167,,1.26375,36.1270833,14,2.68,4.27,95,,수경
1392,farm36,20190421,37주차,476.8683333,88.32625,21.1254167,19.985,1.0,1644,12.96125,,0.7383333,36.0091667,13,2.67,4.52,92,,수경
1393,farm36,20190415,37주차,449.4304167,85.0566667,24.5304167,21.3825,0.0,2280,18.23625,,0.9075,36.285,13,2.7,4.27,99,,수경
1393,farm36,20190416,37주차,443.9841667,94.9254167,22.1491667,20.6254167,1.0,630,17.3395833,,0.7066667,35.91375,9,2.7,5.73,94,,수경
1393,farm36,20190417,37주차,441.0091667,93.4483333,21.8220833,20.5983333,1.0,882,17.0325,,1.33,36.1141667,9,2.71,5.64,101,,수경
1393,farm36,20190418,37주차,440.9891667,97.3833333,19.2929167,18.9341667,1.0,274,13.7420833,,1.23125,35.1195833,8,2.69,5.64,97,,수경
1393,farm36,20190419,37주차,520.84125,97.86875,21.7116667,17.0258333,1.0,294,9.3295833,,1.3283333,34.5583333,10,2.66,5.65,100,,수경
1393,farm36,20190420,37주차,486.4741667,88.0841667,22.4354167,19.0720833,1.0,2165,11.8004167,,1.26375,36.1270833,14,2.68,4.27,95,,수경
1393,farm36,20190421,37주차,476.8683333,88.32625,21.1254167,19.985,1.0,1644,12.96125,,0.7383333,36.0091667,13,2.67,4.52,92,,수경
1395,farm36,20190415,37주차,449.4304167,85.0566667,24.5304167,21.3825,0.0,2280,18.23625,,0.9075,36.285,13,2.7,4.27,99,,수경
1395,farm36,20190416,37주차,443.9841667,94.9254167,22.1491667,20.6254167,1.0,630,17.3395833,,0.7066667,35.91375,9,2.7,5.73,94,,수경
1395,farm36,20190417,37주차,441.0091667,93.4483333,21.8220833,20.5983333,1.0,882,17.0325,,1.33,36.1141667,9,2.71,5.64,101,,수경
1395,farm36,20190418,37주차,440.9891667,97.3833333,19.2929167,18.9341667,1.0,274,13.7420833,,1.23125,35.1195833,8,2.69,5.64,97,,수경
1395,farm36,20190419,37주차,520.84125,97.86875,21.7116667,17.0258333,1.0,294,9.3295833,,1.3283333,34.5583333,10,2.66,5.65,100,,수경
1395,farm36,20190420,37주차,486.4741667,88.0841667,22.4354167,19.0720833,1.0,2165,11.8004167,,1.26375,36.1270833,14,2.68,4.27,95,,수경
1395,farm36,20190421,37주차,476.8683333,88.32625,21.1254167,19.985,1.0,1644,12.96125,,0.7383333,36.0091667,13,2.67,4.52,92,,수경
1396,farm36,20190422,38주차,532.21375,95.7716667,17.91625,17.3241667,1.0,313,11.0004167,,0.8170833,34.78375,8,2.7,5.76,86,,수경
1396,farm36,20190423,38주차,462.6016667,88.3745833,21.2983333,19.57625,0.0,2022,14.0020833,,1.09,36.0475,13,2.64,4.32,99,,수경
1396,farm36,20190424,38주차,468.24125,85.93625,21.1675,20.7479167,0.0,2161,12.9841667,,1.4483333,36.5641667,13,2.7,4.95,95,,수경
1396,farm36,20190425,38주차,445.3720833,80.7754167,21.2620833,20.6454167,0.0,2546,13.64,,1.20625,36.3870833,15,2.68,4.7,89,,수경
1396,farm36,20190426,38주차,462.3420833,77.3691667,21.4058333,20.1133333,0.0,2517,15.2754167,,1.265,35.985,13,2.71,5.42,100,,수경
1396,farm36,20190427,38주차,468.9995833,78.5975,22.2375,21.0545833,0.0,2174,16.5491667,,1.06375,36.0083333,15,2.68,5.17,95,,수경
1396,farm36,20190428,38주차,447.1358333,78.3679167,22.3825,21.5395833,0.0,2409,17.3804167,,1.27625,35.9920833,13,2.7,4.42,94,,수경
1397,farm36,20190422,38주차,532.21375,95.7716667,17.91625,17.3241667,1.0,313,11.0004167,,0.8170833,34.78375,8,2.7,5.76,86,,수경
1397,farm36,20190423,38주차,462.6016667,88.3745833,21.2983333,19.57625,0.0,2022,14.0020833,,1.09,36.0475,13,2.64,4.32,99,,수경
1397,farm36,20190424,38주차,468.24125,85.93625,21.1675,20.7479167,0.0,2161,12.9841667,,1.4483333,36.5641667,13,2.7,4.95,95,,수경
1397,farm36,20190425,38주차,445.3720833,80.7754167,21.2620833,20.6454167,0.0,2546,13.64,,1.20625,36.3870833,15,2.68,4.7,89,,수경
1397,farm36,20190426,38주차,462.3420833,77.3691667,21.4058333,20.1133333,0.0,2517,15.2754167,,1.265,35.985,13,2.71,5.42,100,,수경
1397,farm36,20190427,38주차,468.9995833,78.5975,22.2375,21.0545833,0.0,2174,16.5491667,,1.06375,36.0083333,15,2.68,5.17,95,,수경
1397,farm36,20190428,38주차,447.1358333,78.3679167,22.3825,21.5395833,0.0,2409,17.3804167,,1.27625,35.9920833,13,2.7,4.42,94,,수경
1398,farm36,20190422,38주차,532.21375,95.7716667,17.91625,17.3241667,1.0,313,11.0004167,,0.8170833,34.78375,8,2.7,5.76,86,,수경
1398,farm36,20190423,38주차,462.6016667,88.3745833,21.2983333,19.57625,0.0,2022,14.0020833,,1.09,36.0475,13,2.64,4.32,99,,수경
1398,farm36,20190424,38주차,468.24125,85.93625,21.1675,20.7479167,0.0,2161,12.9841667,,1.4483333,36.5641667,13,2.7,4.95,95,,수경
1398,farm36,20190425,38주차,445.3720833,80.7754167,21.2620833,20.6454167,0.0,2546,13.64,,1.20625,36.3870833,15,2.68,4.7,89,,수경
1398,farm36,20190426,38주차,462.3420833,77.3691667,21.4058333,20.1133333,0.0,2517,15.2754167,,1.265,35.985,13,2.71,5.42,100,,수경
1398,farm36,20190427,38주차,468.9995833,78.5975,22.2375,21.0545833,0.0,2174,16.5491667,,1.06375,36.0083333,15,2.68,5.17,95,,수경
1398,farm36,20190428,38주차,447.1358333,78.3679167,22.3825,21.5395833,0.0,2409,17.3804167,,1.27625,35.9920833,13,2.7,4.42,94,,수경
1399,farm36,20190422,38주차,532.21375,95.7716667,17.91625,17.3241667,1.0,313,11.0004167,,0.8170833,34.78375,8,2.7,5.76,86,,수경
1399,farm36,20190423,38주차,462.6016667,88.3745833,21.2983333,19.57625,0.0,2022,14.0020833,,1.09,36.0475,13,2.64,4.32,99,,수경
1399,farm36,20190424,38주차,468.24125,85.93625,21.1675,20.7479167,0.0,2161,12.9841667,,1.4483333,36.5641667,13,2.7,4.95,95,,수경
1399,farm36,20190425,38주차,445.3720833,80.7754167,21.2620833,20.6454167,0.0,2546,13.64,,1.20625,36.3870833,15,2.68,4.7,89,,수경
1399,farm36,20190426,38주차,462.3420833,77.3691667,21.4058333,20.1133333,0.0,2517,15.2754167,,1.265,35.985,13,2.71,5.42,100,,수경
1399,farm36,20190427,38주차,468.9995833,78.5975,22.2375,21.0545833,0.0,2174,16.5491667,,1.06375,36.0083333,15,2.68,5.17,95,,수경
1399,farm36,20190428,38주차,447.1358333,78.3679167,22.3825,21.5395833,0.0,2409,17.3804167,,1.27625,35.9920833,13,2.7,4.42,94,,수경
1400,farm32,20191223,9주차,847.6166667,92.1070833,13.3491667,,0.0458333,340,6.9075,5.1166667,0.6308333,0.0,9,2.71,5.13,125,,토경
1400,farm32,20191224,9주차,714.6125,89.31625,12.1970833,,0.0,1031,-0.0258333,5.33125,2.9983333,0.0,7,2.86,5.53,121,,토경
1400,farm32,20191225,9주차,756.8454167,88.8075,12.38125,,0.0,772,0.1870833,4.5879167,0.8375,0.0,4,2.57,5.61,86,,토경
1400,farm32,20191226,9주차,780.4854167,89.9395833,12.38875,,0.0,844,2.8245833,4.7941667,1.3891667,0.0,4,2.53,5.68,82,,토경
1400,farm32,20191227,9주차,807.7875,87.76375,12.1020833,,0.0,914,3.035,4.975,1.2141667,0.0,6,2.96,5.19,87,,토경
1400,farm32,20191228,9주차,813.83125,87.6654167,11.5791667,,0.0,822,2.9125,5.0104167,0.8420833,0.0,6,2.67,5.92,90,,토경
1400,farm32,20191229,9주차,838.6491667,85.4441667,12.6066667,,0.0,926,3.02,5.46,0.3466667,0.0,6,2.92,4.83,87,,토경
1401,farm32,20191223,9주차,847.6166667,92.1070833,13.3491667,,0.0458333,340,6.9075,5.1166667,0.6308333,0.0,9,2.71,5.13,125,,토경
1401,farm32,20191224,9주차,714.6125,89.31625,12.1970833,,0.0,1031,-0.0258333,5.33125,2.9983333,0.0,7,2.86,5.53,121,,토경
1401,farm32,20191225,9주차,756.8454167,88.8075,12.38125,,0.0,772,0.1870833,4.5879167,0.8375,0.0,4,2.57,5.61,86,,토경
1401,farm32,20191226,9주차,780.4854167,89.9395833,12.38875,,0.0,844,2.8245833,4.7941667,1.3891667,0.0,4,2.53,5.68,82,,토경
1401,farm32,20191227,9주차,807.7875,87.76375,12.1020833,,0.0,914,3.035,4.975,1.2141667,0.0,6,2.96,5.19,87,,토경
1401,farm32,20191228,9주차,813.83125,87.6654167,11.5791667,,0.0,822,2.9125,5.0104167,0.8420833,0.0,6,2.67,5.92,90,,토경
1401,farm32,20191229,9주차,838.6491667,85.4441667,12.6066667,,0.0,926,3.02,5.46,0.3466667,0.0,6,2.92,4.83,87,,토경
1402,farm32,20191223,9주차,847.6166667,92.1070833,13.3491667,,0.0458333,340,6.9075,5.1166667,0.6308333,0.0,9,2.71,5.13,125,,토경
1402,farm32,20191224,9주차,714.6125,89.31625,12.1970833,,0.0,1031,-0.0258333,5.33125,2.9983333,0.0,7,2.86,5.53,121,,토경
1402,farm32,20191225,9주차,756.8454167,88.8075,12.38125,,0.0,772,0.1870833,4.5879167,0.8375,0.0,4,2.57,5.61,86,,토경
1402,farm32,20191226,9주차,780.4854167,89.9395833,12.38875,,0.0,844,2.8245833,4.7941667,1.3891667,0.0,4,2.53,5.68,82,,토경
1402,farm32,20191227,9주차,807.7875,87.76375,12.1020833,,0.0,914,3.035,4.975,1.2141667,0.0,6,2.96,5.19,87,,토경
1402,farm32,20191228,9주차,813.83125,87.6654167,11.5791667,,0.0,822,2.9125,5.0104167,0.8420833,0.0,6,2.67,5.92,90,,토경
1402,farm32,20191229,9주차,838.6491667,85.4441667,12.6066667,,0.0,926,3.02,5.46,0.3466667,0.0,6,2.92,4.83,87,,토경
1404,farm32,20191230,10주차,1026.491667,95.0233333,10.2166667,,1.0,100,4.2495833,5.8291667,0.0920833,0.0,4,2.63,5.7,90,,토경
1404,farm32,20191231,10주차,1088.51875,95.8479167,13.085,,1.0,80,10.9845833,4.5091667,1.6166667,0.0,4,2.62,5.65,90,,토경
1404,farm32,20200101,10주차,724.1591667,89.3983333,13.15875,,0.0041667,214,8.7133333,3.995,1.9020833,0.0,5,2.62,5.64,87,,토경
1404,farm32,20200102,10주차,788.3520833,87.885,11.4229167,,0.0,786,4.2529167,5.1729167,1.6408333,0.0,5,2.62,5.56,90,,토경
